node1	node2	score	edge_type
AT2G33340	AT5G58100	1	AT-UU-PY-01-LF-01
AT3G44900	AT1G14720	1	AT-UU-PY-01-LF-01
AT3G61570	AT5G10090	1	AT-UU-PY-01-LF-01
AT3G06480	AT5G40380	1	AT-UU-PY-01-LF-01
AT1G18150	AT1G30200	1	AT-UU-PY-01-LF-01
AT1G10520	AT3G15140	1	AT-UU-PY-01-LF-01
AT3G46590	AT3G45300	1	AT-UU-PY-01-LF-01
AT3G15115	AT1G67830	1	AT-UU-PY-01-LF-01
AT1G09060	AT5G35690	1	AT-UU-PY-01-LF-01
AT1G42540	AT4G27130	1	AT-UU-PY-01-LF-01
AT1G79460	AT4G29760	1	AT-UU-PY-01-LF-01
AT5G49580	AT5G53860	1	AT-UU-PY-01-LF-01
AT1G12470	AT2G24640	1	AT-UU-PY-01-LF-01
AT5G37190	AT5G37630	1	AT-UU-PY-01-LF-01
AT1G55860	AT1G73200	1	AT-UU-PY-01-LF-01
AT2G31960	AT5G11710	1	AT-UU-PY-01-LF-01
AT1G08060	AT1G72710	1	AT-UU-PY-01-LF-01
AT5G43080	AT3G54690	1	AT-UU-PY-01-LF-01
AT1G58250	AT1G78610	1	AT-UU-PY-01-LF-01
AT3G28415	AT3G47400	1	AT-UU-PY-01-LF-01
AT3G27960	AT3G28730	1	AT-UU-PY-01-LF-01
AT4G39380	AT4G38780	1	AT-UU-PY-01-LF-01
AT3G54980	AT3G52080	1	AT-UU-PY-01-LF-01
AT1G02520	AT5G07850	1	AT-UU-PY-01-LF-01
AT3G50380	AT5G04920	1	AT-UU-PY-01-LF-01
AT1G56500	AT1G06760	1	AT-UU-PY-01-LF-01
AT2G29605	AT3G27785	1	AT-UU-PY-01-LF-01
AT2G01400	AT1G17830	1	AT-UU-PY-01-LF-01
AT1G63440	AT4G36810	1	AT-UU-PY-01-LF-01
AT5G58410	AT5G57030	1	AT-UU-PY-01-LF-01
AT3G01540	AT3G01300	1	AT-UU-PY-01-LF-01
AT5G56890	AT1G20690	1	AT-UU-PY-01-LF-01
AT5G04290	AT5G09420	1	AT-UU-PY-01-LF-01
AT5G59000	AT5G16530	1	AT-UU-PY-01-LF-01
AT2G03670	AT1G07630	1	AT-UU-PY-01-LF-01
AT3G63070	AT3G59770	1	AT-UU-PY-01-LF-01
AT5G10140	AT4G19410	1	AT-UU-PY-01-LF-01
