node1	node2	score	edge_type
AT4G18960	AT3G23130	1	AT-UU-RE-00-AA-01
AT4G17750	AT2G47180	1	AT-UU-RE-00-AA-01
AT4G18960	AT2G44810	1	AT-UU-RE-00-AA-01
AT4G18960	AT2G17950	1	AT-UU-RE-00-AA-01
AT4G18960	AT1G69180	1	AT-UU-RE-00-AA-01
AT4G18960	AT1G69120	1	AT-UU-RE-00-AA-01
AT4G18960	AT1G68640	1	AT-UU-RE-00-AA-01
AT4G18960	AT1G24260	1	AT-UU-RE-00-AA-01
AT4G18960	AT1G15550	1	AT-UU-RE-00-AA-01
AT4G17750	AT5G12030	1	AT-UU-RE-00-AA-01
AT4G17750	AT2G22240	1	AT-UU-RE-00-AA-01
AT4G09960	AT4G18960	1	AT-UU-RE-00-AA-01
AT4G17750	AT1G56600	1	AT-UU-RE-00-AA-01
AT4G16780	AT1G02340	1	AT-UU-RE-00-AA-01
AT4G16110	AT5G62920	1	AT-UU-RE-00-AA-01
AT4G16110	AT3G23240	1	AT-UU-RE-00-AA-01
AT4G15090	AT5G02200	1	AT-UU-RE-00-AA-01
AT4G15090	AT3G22170	1	AT-UU-RE-00-AA-01
AT4G15090	AT2G40080	1	AT-UU-RE-00-AA-01
AT4G15090	AT2G37678	1	AT-UU-RE-00-AA-01
AT4G25480	AT1G20440	1	AT-UU-RE-00-AA-01
AT4G25480	AT1G20620	1	AT-UU-RE-00-AA-01
AT4G00220	AT4G08150	1	AT-UU-RE-00-AA-01
AT4G28610	AT3G09922	1	AT-UU-RE-00-AA-01
AT4G31550	AT3G45140	1	AT-UU-RE-00-AA-01
AT4G31550	AT2G40750	1	AT-UU-RE-00-AA-01
AT4G31550	AT2G24570	1	AT-UU-RE-00-AA-01
AT4G30080	AT3G11260	1	AT-UU-RE-00-AA-01
AT4G28610	AT5G24770	1	AT-UU-RE-00-AA-01
AT4G28610	AT5G20150	1	AT-UU-RE-00-AA-01
AT4G28610	AT3G52190	1	AT-UU-RE-00-AA-01
AT4G28610	AT3G23430	1	AT-UU-RE-00-AA-01
AT4G28610	AT2G45130	1	AT-UU-RE-00-AA-01
AT4G31550	AT5G42650	1	AT-UU-RE-00-AA-01
AT4G28610	AT2G33770	1	AT-UU-RE-00-AA-01
AT4G28610	AT2G02990	1	AT-UU-RE-00-AA-01
AT4G28110	AT5G14340	1	AT-UU-RE-00-AA-01
AT4G28110	AT4G05100	1	AT-UU-RE-00-AA-01
AT4G27410	AT5G51070	1	AT-UU-RE-00-AA-01
AT4G27410	AT2G33380	1	AT-UU-RE-00-AA-01
AT4G27330	AT5G65700	1	AT-UU-RE-00-AA-01
AT4G27330	AT5G25620	1	AT-UU-RE-00-AA-01
AT4G31550	AT3G56400	1	AT-UU-RE-00-AA-01
AT4G31800	AT1G64280	1	AT-UU-RE-00-AA-01
AT4G27330	AT4G39400	1	AT-UU-RE-00-AA-01
AT4G34000	AT5G52300	1	AT-UU-RE-00-AA-01
AT4G36730	AT4G35090	1	AT-UU-RE-00-AA-01
AT4G36730	AT4G10040	1	AT-UU-RE-00-AA-01
AT4G36730	AT1G29930	1	AT-UU-RE-00-AA-01
AT4G35900	AT1G69120	1	AT-UU-RE-00-AA-01
AT4G34990	AT5G42800	1	AT-UU-RE-00-AA-01
AT4G34990	AT4G22880	1	AT-UU-RE-00-AA-01
AT4G34590	AT3G47340	1	AT-UU-RE-00-AA-01
AT4G34590	AT3G30775	1	AT-UU-RE-00-AA-01
AT4G34000	AT3G12580	1	AT-UU-RE-00-AA-01
AT4G31800	AT1G75040	1	AT-UU-RE-00-AA-01
AT4G34000	AT3G11410	1	AT-UU-RE-00-AA-01
AT4G32980	AT5G10140	1	AT-UU-RE-00-AA-01
AT4G32980	AT3G15170	1	AT-UU-RE-00-AA-01
AT4G32880	AT4G37650	1	AT-UU-RE-00-AA-01
AT4G32730	AT1G08560	1	AT-UU-RE-00-AA-01
AT4G31920	AT5G62920	1	AT-UU-RE-00-AA-01
AT4G31800	AT4G00340	1	AT-UU-RE-00-AA-01
AT4G31800	AT2G14610	1	AT-UU-RE-00-AA-01
AT4G27330	AT5G07280	1	AT-UU-RE-00-AA-01
AT4G27330	AT4G36920	1	AT-UU-RE-00-AA-01
AT4G25480	AT1G43160	1	AT-UU-RE-00-AA-01
AT4G25480	AT5G17490	1	AT-UU-RE-00-AA-01
AT4G25490	AT1G46768	1	AT-UU-RE-00-AA-01
AT4G25490	AT1G43160	1	AT-UU-RE-00-AA-01
AT4G25490	AT1G20630	1	AT-UU-RE-00-AA-01
AT4G25490	AT1G20440	1	AT-UU-RE-00-AA-01
AT4G25490	AT1G15550	1	AT-UU-RE-00-AA-01
AT4G25490	AT1G02400	1	AT-UU-RE-00-AA-01
AT4G25480	AT5G52310	1	AT-UU-RE-00-AA-01
AT4G25480	AT5G25610	1	AT-UU-RE-00-AA-01
AT4G25480	AT5G15970	1	AT-UU-RE-00-AA-01
AT4G25490	AT2G42540	1	AT-UU-RE-00-AA-01
AT4G25480	AT5G15960	1	AT-UU-RE-00-AA-01
AT4G25480	AT3G50970	1	AT-UU-RE-00-AA-01
AT4G25480	AT3G12580	1	AT-UU-RE-00-AA-01
AT4G25480	AT3G11410	1	AT-UU-RE-00-AA-01
AT4G25480	AT2G42540	1	AT-UU-RE-00-AA-01
AT4G25480	AT2G42530	1	AT-UU-RE-00-AA-01
AT4G25480	AT2G15050	1	AT-UU-RE-00-AA-01
AT4G25480	AT1G46768	1	AT-UU-RE-00-AA-01
AT4G25490	AT2G34555	1	AT-UU-RE-00-AA-01
AT4G25490	AT3G50970	1	AT-UU-RE-00-AA-01
AT4G27330	AT4G32540	1	AT-UU-RE-00-AA-01
AT4G26150	AT4G30270	1	AT-UU-RE-00-AA-01
AT4G27330	AT4G21750	1	AT-UU-RE-00-AA-01
AT4G27330	AT4G13260	1	AT-UU-RE-00-AA-01
AT4G27330	AT2G17950	1	AT-UU-RE-00-AA-01
AT4G27330	AT1G24260	1	AT-UU-RE-00-AA-01
AT4G27330	AT1G23420	1	AT-UU-RE-00-AA-01
AT4G26150	AT5G26340	1	AT-UU-RE-00-AA-01
AT4G26150	AT4G35770	1	AT-UU-RE-00-AA-01
AT4G26150	AT4G29130	1	AT-UU-RE-00-AA-01
AT4G25490	AT3G55610	1	AT-UU-RE-00-AA-01
AT4G26150	AT2G29350	1	AT-UU-RE-00-AA-01
AT4G26150	AT2G15890	1	AT-UU-RE-00-AA-01
AT4G26150	AT1G57990	1	AT-UU-RE-00-AA-01
AT4G25530	AT1G69120	1	AT-UU-RE-00-AA-01
AT4G25490	AT5G52310	1	AT-UU-RE-00-AA-01
AT4G25490	AT5G17490	1	AT-UU-RE-00-AA-01
AT4G25490	AT5G15970	1	AT-UU-RE-00-AA-01
AT4G25490	AT5G15960	1	AT-UU-RE-00-AA-01
AT4G00220	AT4G34160	1	AT-UU-RE-00-AA-01
AT4G00220	AT2G37630	1	AT-UU-RE-00-AA-01
AT4G36920	AT1G69180	1	AT-UU-RE-00-AA-01
AT3G26744	AT4G25480	1	AT-UU-RE-00-AA-01
AT3G26790	AT1G80340	1	AT-UU-RE-00-AA-01
AT3G26790	AT1G69180	1	AT-UU-RE-00-AA-01
AT3G26790	AT1G62290	1	AT-UU-RE-00-AA-01
AT3G26790	AT1G15550	1	AT-UU-RE-00-AA-01
AT3G26790	AT1G06180	1	AT-UU-RE-00-AA-01
AT3G26744	AT5G53210	1	AT-UU-RE-00-AA-01
AT3G26744	AT5G52310	1	AT-UU-RE-00-AA-01
AT3G26744	AT4G25490	1	AT-UU-RE-00-AA-01
AT3G26744	AT4G25470	1	AT-UU-RE-00-AA-01
AT3G26790	AT2G41260	1	AT-UU-RE-00-AA-01
AT3G26744	AT3G61190	1	AT-UU-RE-00-AA-01
AT3G26744	AT3G23250	1	AT-UU-RE-00-AA-01
AT3G26744	AT2G42540	1	AT-UU-RE-00-AA-01
AT3G25710	AT5G42800	1	AT-UU-RE-00-AA-01
AT3G24650	AT5G67030	1	AT-UU-RE-00-AA-01
AT3G24650	AT5G66400	1	AT-UU-RE-00-AA-01
AT3G24650	AT5G65165	1	AT-UU-RE-00-AA-01
AT3G24650	AT5G56270	1	AT-UU-RE-00-AA-01
AT3G26790	AT2G40170	1	AT-UU-RE-00-AA-01
AT3G26790	AT3G24650	1	AT-UU-RE-00-AA-01
AT3G24650	AT5G52310	1	AT-UU-RE-00-AA-01
AT3G27920	AT1G79840	1	AT-UU-RE-00-AA-01
AT3G28910	AT1G04220	1	AT-UU-RE-00-AA-01
AT3G28910	AT1G02205	1	AT-UU-RE-00-AA-01
AT3G28910	AT1G01120	1	AT-UU-RE-00-AA-01
AT3G28470	AT5G56110	1	AT-UU-RE-00-AA-01
AT3G27920	AT5G53200	1	AT-UU-RE-00-AA-01
AT3G27920	AT4G01060	1	AT-UU-RE-00-AA-01
AT3G27920	AT2G46410	1	AT-UU-RE-00-AA-01
AT3G27920	AT2G37260	1	AT-UU-RE-00-AA-01
AT3G27920	AT1G01380	1	AT-UU-RE-00-AA-01
AT3G26790	AT3G51810	1	AT-UU-RE-00-AA-01
AT3G27810	AT3G22370	1	AT-UU-RE-00-AA-01
AT3G27810	AT3G06490	1	AT-UU-RE-00-AA-01
AT3G27785	AT1G21970	1	AT-UU-RE-00-AA-01
AT3G26790	AT5G67300	1	AT-UU-RE-00-AA-01
AT3G26790	AT5G66400	1	AT-UU-RE-00-AA-01
AT3G26790	AT5G65165	1	AT-UU-RE-00-AA-01
AT3G26790	AT5G24520	1	AT-UU-RE-00-AA-01
AT3G26790	AT4G27160	1	AT-UU-RE-00-AA-01
AT3G24650	AT5G54070	1	AT-UU-RE-00-AA-01
AT3G24650	AT5G03840	1	AT-UU-RE-00-AA-01
AT3G28910	AT2G26250	1	AT-UU-RE-00-AA-01
AT3G20770	AT4G27440	1	AT-UU-RE-00-AA-01
AT3G22170	AT5G02200	1	AT-UU-RE-00-AA-01
AT3G22170	AT2G40080	1	AT-UU-RE-00-AA-01
AT3G22170	AT2G37678	1	AT-UU-RE-00-AA-01
AT3G20770	AT5G54190	1	AT-UU-RE-00-AA-01
AT3G20770	AT5G47230	1	AT-UU-RE-00-AA-01
AT3G20770	AT5G47220	1	AT-UU-RE-00-AA-01
AT3G20770	AT5G44420	1	AT-UU-RE-00-AA-01
AT3G20770	AT5G25350	1	AT-UU-RE-00-AA-01
AT3G20770	AT3G23240	1	AT-UU-RE-00-AA-01
AT3G23130	AT2G17950	1	AT-UU-RE-00-AA-01
AT3G20770	AT3G12500	1	AT-UU-RE-00-AA-01
AT3G20770	AT2G25490	1	AT-UU-RE-00-AA-01
AT3G20770	AT2G19590	1	AT-UU-RE-00-AA-01
AT3G20770	AT1G74710	1	AT-UU-RE-00-AA-01
AT3G20770	AT1G62380	1	AT-UU-RE-00-AA-01
AT3G20310	AT5G44420	1	AT-UU-RE-00-AA-01
AT3G19290	AT5G52300	1	AT-UU-RE-00-AA-01
AT3G18990	AT5G10140	1	AT-UU-RE-00-AA-01
AT3G23130	AT1G23420	1	AT-UU-RE-00-AA-01
AT3G23130	AT3G54340	1	AT-UU-RE-00-AA-01
AT3G24650	AT4G34000	1	AT-UU-RE-00-AA-01
AT3G24650	AT3G06120	1	AT-UU-RE-00-AA-01
AT3G24650	AT4G27160	1	AT-UU-RE-00-AA-01
AT3G24650	AT4G27140	1	AT-UU-RE-00-AA-01
AT3G24650	AT4G16160	1	AT-UU-RE-00-AA-01
AT3G24650	AT3G51810	1	AT-UU-RE-00-AA-01
AT3G24650	AT3G22370	1	AT-UU-RE-00-AA-01
AT3G24650	AT3G19290	1	AT-UU-RE-00-AA-01
AT3G24650	AT3G11410	1	AT-UU-RE-00-AA-01
AT3G24650	AT3G03450	1	AT-UU-RE-00-AA-01
AT3G23130	AT5G20240	1	AT-UU-RE-00-AA-01
AT3G24650	AT2G40170	1	AT-UU-RE-00-AA-01
AT3G24650	AT2G36270	1	AT-UU-RE-00-AA-01
AT3G24650	AT1G69180	1	AT-UU-RE-00-AA-01
AT3G24650	AT1G45249	1	AT-UU-RE-00-AA-01
AT3G24650	AT1G03790	1	AT-UU-RE-00-AA-01
AT3G23250	AT4G25490	1	AT-UU-RE-00-AA-01
AT3G23250	AT4G25480	1	AT-UU-RE-00-AA-01
AT3G23250	AT4G25470	1	AT-UU-RE-00-AA-01
AT3G28910	AT1G74710	1	AT-UU-RE-00-AA-01
AT3G28910	AT4G33790	1	AT-UU-RE-00-AA-01
AT4G00220	AT2G01420	1	AT-UU-RE-00-AA-01
AT3G56400	AT2G18660	1	AT-UU-RE-00-AA-01
AT3G59060	AT2G22810	1	AT-UU-RE-00-AA-01
AT3G58780	AT5G67110	1	AT-UU-RE-00-AA-01
AT3G58780	AT4G00120	1	AT-UU-RE-00-AA-01
AT3G58070	AT5G41315	1	AT-UU-RE-00-AA-01
AT3G58070	AT3G27920	1	AT-UU-RE-00-AA-01
AT3G56400	AT5G44420	1	AT-UU-RE-00-AA-01
AT3G56400	AT4G24240	1	AT-UU-RE-00-AA-01
AT3G56400	AT3G57260	1	AT-UU-RE-00-AA-01
AT3G56400	AT2G14610	1	AT-UU-RE-00-AA-01
AT3G59060	AT5G35840	1	AT-UU-RE-00-AA-01
AT3G56400	AT2G14560	1	AT-UU-RE-00-AA-01
AT3G56400	AT1G75040	1	AT-UU-RE-00-AA-01
AT3G56400	AT1G19670	1	AT-UU-RE-00-AA-01
AT3G55370	AT5G53450	1	AT-UU-RE-00-AA-01
AT3G55370	AT3G56980	1	AT-UU-RE-00-AA-01
AT3G55370	AT3G56970	1	AT-UU-RE-00-AA-01
AT3G54620	AT3G30775	1	AT-UU-RE-00-AA-01
AT3G54340	AT5G56860	1	AT-UU-RE-00-AA-01
AT3G59060	AT4G37770	1	AT-UU-RE-00-AA-01
AT3G61850	AT1G15550	1	AT-UU-RE-00-AA-01
AT3G54340	AT5G20240	1	AT-UU-RE-00-AA-01
AT4G00120	AT4G36930	1	AT-UU-RE-00-AA-01
AT4G00220	AT1G73590	1	AT-UU-RE-00-AA-01
AT4G00220	AT1G70940	1	AT-UU-RE-00-AA-01
AT4G00220	AT1G62360	1	AT-UU-RE-00-AA-01
AT4G00220	AT1G23080	1	AT-UU-RE-00-AA-01
AT4G00180	AT5G60910	1	AT-UU-RE-00-AA-01
AT4G00180	AT1G65620	1	AT-UU-RE-00-AA-01
AT4G00180	AT1G62360	1	AT-UU-RE-00-AA-01
AT4G00120	ATMG00160	1	AT-UU-RE-00-AA-01
AT4G00120	AT3G57510	1	AT-UU-RE-00-AA-01
AT3G61890	AT4G25420	1	AT-UU-RE-00-AA-01
AT3G62420	AT5G65165	1	AT-UU-RE-00-AA-01
AT3G62420	AT3G30775	1	AT-UU-RE-00-AA-01
AT3G61910	AT5G56110	1	AT-UU-RE-00-AA-01
AT3G61910	AT5G12870	1	AT-UU-RE-00-AA-01
AT3G61910	AT1G79180	1	AT-UU-RE-00-AA-01
AT3G61910	AT1G62990	1	AT-UU-RE-00-AA-01
AT3G61910	AT1G28470	1	AT-UU-RE-00-AA-01
AT3G61910	AT1G16490	1	AT-UU-RE-00-AA-01
AT3G54340	AT5G26340	1	AT-UU-RE-00-AA-01
AT3G54340	AT4G35770	1	AT-UU-RE-00-AA-01
AT3G44750	AT2G34710	1	AT-UU-RE-00-AA-01
AT3G48430	AT5G57560	1	AT-UU-RE-00-AA-01
AT3G51060	AT4G27260	1	AT-UU-RE-00-AA-01
AT3G51060	AT4G01500	1	AT-UU-RE-00-AA-01
AT3G51060	AT2G23170	1	AT-UU-RE-00-AA-01
AT3G51060	AT1G59500	1	AT-UU-RE-00-AA-01
AT3G50410	AT2G47730	1	AT-UU-RE-00-AA-01
AT3G50410	AT2G02820	1	AT-UU-RE-00-AA-01
AT3G50410	AT1G49620	1	AT-UU-RE-00-AA-01
AT3G49940	AT4G09820	1	AT-UU-RE-00-AA-01
AT3G48430	AT5G10140	1	AT-UU-RE-00-AA-01
AT3G51060	AT5G11320	1	AT-UU-RE-00-AA-01
AT3G48160	AT4G11920	1	AT-UU-RE-00-AA-01
AT3G46640	AT5G61380	1	AT-UU-RE-00-AA-01
AT3G46640	AT2G46830	1	AT-UU-RE-00-AA-01
AT3G46640	AT2G40080	1	AT-UU-RE-00-AA-01
AT3G46640	AT1G22770	1	AT-UU-RE-00-AA-01
AT3G46640	AT1G01060	1	AT-UU-RE-00-AA-01
AT3G44750	AT4G37870	1	AT-UU-RE-00-AA-01
AT3G44750	AT2G45190	1	AT-UU-RE-00-AA-01
AT3G51060	AT4G37390	1	AT-UU-RE-00-AA-01
AT3G51060	AT5G54510	1	AT-UU-RE-00-AA-01
AT3G54340	AT4G30270	1	AT-UU-RE-00-AA-01
AT3G54340	AT1G57990	1	AT-UU-RE-00-AA-01
AT3G54340	AT4G29130	1	AT-UU-RE-00-AA-01
AT3G54340	AT4G26150	1	AT-UU-RE-00-AA-01
AT3G54340	AT2G29350	1	AT-UU-RE-00-AA-01
AT3G54340	AT2G15890	1	AT-UU-RE-00-AA-01
AT3G54340	AT1G69490	1	AT-UU-RE-00-AA-01
AT3G54340	AT1G69180	1	AT-UU-RE-00-AA-01
AT3G54340	AT1G69120	1	AT-UU-RE-00-AA-01
AT3G54320	AT5G52920	1	AT-UU-RE-00-AA-01
AT3G54220	AT1G03840	1	AT-UU-RE-00-AA-01
AT3G54320	AT5G49190	1	AT-UU-RE-00-AA-01
AT3G54320	AT5G15530	1	AT-UU-RE-00-AA-01
AT3G54320	AT3G24650	1	AT-UU-RE-00-AA-01
AT3G54320	AT3G22960	1	AT-UU-RE-00-AA-01
AT3G54320	AT2G43360	1	AT-UU-RE-00-AA-01
AT3G54320	AT2G40170	1	AT-UU-RE-00-AA-01
AT3G54220	AT5G03150	1	AT-UU-RE-00-AA-01
AT3G54220	AT3G12280	1	AT-UU-RE-00-AA-01
AT4G36870	AT4G08150	1	AT-UU-RE-00-AA-01
AT4G36920	AT1G79840	1	AT-UU-RE-00-AA-01
AT1G01060	AT1G22770	1	AT-UU-RE-00-AA-01
AT5G41315	AT5G08640	1	AT-UU-RE-00-AA-01
AT5G43270	AT4G13260	1	AT-UU-RE-00-AA-01
AT5G42630	AT1G73590	1	AT-UU-RE-00-AA-01
AT5G42630	AT1G23420	1	AT-UU-RE-00-AA-01
AT5G41410	AT4G18960	1	AT-UU-RE-00-AA-01
AT5G41410	AT2G17950	1	AT-UU-RE-00-AA-01
AT5G41410	AT1G23420	1	AT-UU-RE-00-AA-01
AT5G41315	AT5G53200	1	AT-UU-RE-00-AA-01
AT5G41315	AT5G13930	1	AT-UU-RE-00-AA-01
AT5G41315	AT4G22880	1	AT-UU-RE-00-AA-01
AT5G45980	AT2G17950	1	AT-UU-RE-00-AA-01
AT5G41315	AT4G09820	1	AT-UU-RE-00-AA-01
AT5G41315	AT4G01060	1	AT-UU-RE-00-AA-01
AT5G41315	AT2G46410	1	AT-UU-RE-00-AA-01
AT5G41315	AT2G37260	1	AT-UU-RE-00-AA-01
AT5G41315	AT1G79840	1	AT-UU-RE-00-AA-01
AT5G41315	AT1G01380	1	AT-UU-RE-00-AA-01
AT5G40360	AT1G21970	1	AT-UU-RE-00-AA-01
AT5G40350	AT3G06490	1	AT-UU-RE-00-AA-01
AT5G43270	AT5G25620	1	AT-UU-RE-00-AA-01
AT5G45980	AT3G11260	1	AT-UU-RE-00-AA-01
AT5G40330	AT2G46410	1	AT-UU-RE-00-AA-01
AT5G52830	AT1G37130	1	AT-UU-RE-00-AA-01
AT5G53950	AT1G23380	1	AT-UU-RE-00-AA-01
AT5G53200	AT5G65930	1	AT-UU-RE-00-AA-01
AT5G53200	AT2G37260	1	AT-UU-RE-00-AA-01
AT5G53200	AT2G02480	1	AT-UU-RE-00-AA-01
AT5G53200	AT1G79840	1	AT-UU-RE-00-AA-01
AT5G52830	AT5G65010	1	AT-UU-RE-00-AA-01
AT5G52830	AT1G77760	1	AT-UU-RE-00-AA-01
AT5G51990	AT5G52310	1	AT-UU-RE-00-AA-01
AT5G45980	AT5G59340	1	AT-UU-RE-00-AA-01
AT5G51990	AT2G42540	1	AT-UU-RE-00-AA-01
AT5G48670	AT5G04560	1	AT-UU-RE-00-AA-01
AT5G48670	AT1G22015	1	AT-UU-RE-00-AA-01
AT5G47220	AT5G44420	1	AT-UU-RE-00-AA-01
AT5G47220	AT3G55730	1	AT-UU-RE-00-AA-01
AT5G47220	AT3G04720	1	AT-UU-RE-00-AA-01
AT5G47220	AT1G72260	1	AT-UU-RE-00-AA-01
AT5G47220	AT1G06160	1	AT-UU-RE-00-AA-01
AT5G40330	AT5G53200	1	AT-UU-RE-00-AA-01
AT5G40330	AT1G79840	1	AT-UU-RE-00-AA-01
AT5G53950	AT1G62360	1	AT-UU-RE-00-AA-01
AT5G20730	AT4G14550	1	AT-UU-RE-00-AA-01
AT5G22220	AT5G24330	1	AT-UU-RE-00-AA-01
AT5G22220	AT3G54180	1	AT-UU-RE-00-AA-01
AT5G22220	AT2G40550	1	AT-UU-RE-00-AA-01
AT5G21120	AT3G23240	1	AT-UU-RE-00-AA-01
AT5G20730	AT4G37650	1	AT-UU-RE-00-AA-01
AT5G20730	AT4G37390	1	AT-UU-RE-00-AA-01
AT5G20730	AT4G27260	1	AT-UU-RE-00-AA-01
AT5G20730	AT4G14560	1	AT-UU-RE-00-AA-01
AT5G20730	AT3G58190	1	AT-UU-RE-00-AA-01
AT5G23000	AT1G07890	1	AT-UU-RE-00-AA-01
AT5G20730	AT3G50340	1	AT-UU-RE-00-AA-01
AT5G20730	AT3G20840	1	AT-UU-RE-00-AA-01
AT5G20730	AT3G15540	1	AT-UU-RE-00-AA-01
AT5G20730	AT2G45420	1	AT-UU-RE-00-AA-01
AT5G20730	AT2G42430	1	AT-UU-RE-00-AA-01
AT5G20730	AT1G19220	1	AT-UU-RE-00-AA-01
AT5G20730	AT1G04240	1	AT-UU-RE-00-AA-01
AT5G20240	AT5G56860	1	AT-UU-RE-00-AA-01
AT5G22570	AT2G14610	1	AT-UU-RE-00-AA-01
AT5G23000	AT1G19570	1	AT-UU-RE-00-AA-01
AT5G37260	AT5G15840	1	AT-UU-RE-00-AA-01
AT5G35550	AT4G22880	1	AT-UU-RE-00-AA-01
AT5G37260	AT2G46830	1	AT-UU-RE-00-AA-01
AT5G37260	AT1G65480	1	AT-UU-RE-00-AA-01
AT5G37260	AT1G01060	1	AT-UU-RE-00-AA-01
AT5G37020	AT5G54510	1	AT-UU-RE-00-AA-01
AT5G37020	AT2G44810	1	AT-UU-RE-00-AA-01
AT5G37020	AT1G28130	1	AT-UU-RE-00-AA-01
AT5G35770	AT4G18960	1	AT-UU-RE-00-AA-01
AT5G35550	AT5G42800	1	AT-UU-RE-00-AA-01
AT5G35550	AT4G09820	1	AT-UU-RE-00-AA-01
AT5G23000	AT2G37630	1	AT-UU-RE-00-AA-01
AT5G35550	AT3G59030	1	AT-UU-RE-00-AA-01
AT5G35550	AT2G37260	1	AT-UU-RE-00-AA-01
AT5G35550	AT1G79840	1	AT-UU-RE-00-AA-01
AT5G35550	AT1G61720	1	AT-UU-RE-00-AA-01
AT5G26660	AT3G22370	1	AT-UU-RE-00-AA-01
AT5G23260	AT1G61720	1	AT-UU-RE-00-AA-01
AT5G23000	AT5G53950	1	AT-UU-RE-00-AA-01
AT5G23000	AT4G37750	1	AT-UU-RE-00-AA-01
AT5G53950	AT1G55580	1	AT-UU-RE-00-AA-01
AT5G53950	AT1G76420	1	AT-UU-RE-00-AA-01
