Cluster311	AT5G49930	AT5G15680	AT5G55310	AT5G53440
Cluster312	AT2G03890	AT5G60920	AT3G43600	AT5G60850
Cluster313	AT2G20280	AT2G45570	AT2G34500	AT5G48180
Cluster314	AT2G33220	AT2G14260	AT4G33910	AT4G08480
Cluster315	AT1G01320	AT5G10470	AT4G03430	AT1G03060
Cluster316	AT1G56170	AT1G68510	AT1G53690	AT1G01900
Cluster317	AT1G74880	AT3G19220	AT3G51030	AT1G49310
Cluster318	AT2G34650	AT5G40540	AT4G30130	AT1G60160
Cluster319	AT4G09730	AT4G15820	AT5G01590	AT4G16990
Cluster320	AT4G10480	AT2G32060	AT1G23410
Cluster321	AT4G12600	AT1G65700	AT1G27050
Cluster322	AT1G29070	AT3G25920	AT3G15520
Cluster323	AT1G65300	AT1G65330	AT3G32100
Cluster324	AT4G07670	AT5G19740	AT1G31920
Cluster325	AT3G23470	AT3G23480	AT5G36290
Cluster326	AT2G07734	ATMG00290	AT3G12160
Cluster327	AT2G18130	AT3G46120	AT1G52940
Cluster328	AT1G70670	AT1G70680	AT3G14350
Cluster329	AT5G13360	AT5G13370	AT3G55730
Cluster330	AT5G01320	AT5G01330	AT4G14750
Cluster331	AT1G43090	AT1G43100	AT1G43080
Cluster332	AT2G07696	ATMG01270	AT2G29210
Cluster333	AT3G47090	AT3G47580	AT4G37780
Cluster334	AT1G08420	AT2G27210	AT5G62165
Cluster335	AT1G74130	AT1G74140	AT5G61605
Cluster336	AT1G43310	AT5G33320	AT4G36660
Cluster337	AT4G38300	AT4G38650	AT2G34400
Cluster338	AT2G07692	ATMG01300	AT2G43930
Cluster339	AT1G72910	AT1G72930	AT5G01015
Cluster340	AT2G40510	AT2G40590	AT2G16600
Cluster341	AT1G24822	AT1G25097	AT1G24996
Cluster342	AT1G57660	AT1G57860	ATCG00740
Cluster343	AT2G32190	AT2G32210	AT4G11590
Cluster344	AT5G34885	AT5G34908	AT5G34883
Cluster345	AT5G02330	AT5G02340	AT1G21670
Cluster346	AT1G29920	AT1G29930	AT1G29910
Cluster347	AT1G14870	AT1G14880	AT5G37740
Cluster348	AT2G07673	ATMG01030	AT3G26860
Cluster349	AT3G14530	AT3G14550	AT1G62330
Cluster350	AT1G63230	AT1G63630	AT2G13550
Cluster351	AT1G52430	AT1G52450	AT2G04040
Cluster352	AT1G47813	AT1G47820	AT2G39140
Cluster353	AT4G23360	AT4G23370	AT4G23350
Cluster354	AT5G39270	AT5G39290	AT3G16550
Cluster355	AT2G07771	ATMG00900	AT2G07681
Cluster356	AT4G27560	AT4G27570	AT4G11240
Cluster357	AT5G28910	AT5G28960	AT5G65260
Cluster358	AT5G39170	AT5G39200	AT5G39140
Cluster359	AT5G43513	AT5G43518	AT5G43510
Cluster360	AT5G49730	AT5G49740	AT4G19530
Cluster361	AT1G66050	AT5G39550	AT1G66040
Cluster362	AT2G40955	AT4G15096	AT1G12960
Cluster363	AT4G18900	AT4G18905	AT1G06180
Cluster364	AT4G19260	AT4G19340	AT3G16680
Cluster365	AT3G61730	AT5G36000	AT4G20050
Cluster366	ATMG00080	ATMG00090	ATMG00580
Cluster367	AT2G15460	AT2G15470	AT2G15450
Cluster368	AT1G17990	AT1G18020	AT5G20630
Cluster369	AT3G61030	AT3G61050	AT3G60950
Cluster370	AT3G49110	AT3G49120	AT3G12700
Cluster371	AT2G27800	AT5G27300	AT3G29670
Cluster372	AT5G36680	AT5G36770	AT5G58630
Cluster373	AT3G56530	AT5G39690	AT2G21480
Cluster374	AT3G26170	AT3G26180	AT2G48090
Cluster375	AT2G07695	ATMG01280	AT1G22080
Cluster376	AT2G38940	AT3G54700	AT5G06700
Cluster377	AT1G80700	AT1G80980	AT1G67490
Cluster378	ATMG00430	ATMG01150	AT2G07701
Cluster379	AT3G12230	AT3G12240	AT1G44830
Cluster380	AT3G16400	AT3G16410	AT3G16390
Cluster381	AT1G71330	AT3G13080	AT3G26690
Cluster382	AT4G03440	AT4G03460	AT2G45580
Cluster383	AT2G07741	ATMG01170	ATMG00410
Cluster384	AT2G07675	ATMG00980	AT3G30340
Cluster385	AT1G56130	AT1G56140	AT1G56120
Cluster386	AT3G22310	AT3G22330	AT3G03950
Cluster387	AT3G27140	AT4G08260	AT2G30020
Cluster388	AT2G07724	ATMG00200	AT5G09700
Cluster389	AT5G20470	AT5G20490	AT1G17890
Cluster390	AT5G50560	AT5G50660	AT1G08320
Cluster391	AT2G30910	AT2G31300	AT1G26170
Cluster392	AT4G01750	AT4G01770	AT2G04500
Cluster393	AT1G12920	AT3G26618	AT3G54680
Cluster394	AT5G59690	AT5G59970	AT5G49160
Cluster395	AT1G45332	AT2G45030	AT5G02850
Cluster396	AT4G00600	AT4G00620	AT3G18600
Cluster397	AT1G09590	AT1G09690	AT3G22480
Cluster398	AT1G29410	AT5G05590	AT1G07780
Cluster399	AT4G08350	AT4G08360	AT2G01060
Cluster400	AT1G47490	AT1G47500	AT4G25320
Cluster401	AT1G55380	AT1G55420	AT3G62270
Cluster402	AT2G17830	AT5G42460	AT4G36830
Cluster403	AT3G16420	AT3G16430	AT5G40190
Cluster404	AT1G07660	AT1G07820	AT1G79360
Cluster405	AT4G12620	AT4G14700	AT1G04510
Cluster406	AT5G25780	AT5G27640	AT2G43950
Cluster407	AT2G31610	AT3G53870	AT2G35770
Cluster408	AT2G05140	AT2G37690	AT4G39520
Cluster409	AT3G62540	AT5G14820	AT3G62470
Cluster410	AT1G27170	AT1G27180	AT3G21630
Cluster411	AT2G09990	AT5G18380	AT1G48610
Cluster412	AT3G12990	AT3G60500	AT2G16780
Cluster413	AT3G62460	AT3G62530	AT1G09660
Cluster414	AT1G28350	AT2G33840	AT2G25100
Cluster415	AT2G46280	AT2G46290	AT5G42820
Cluster416	AT3G56190	AT3G56450	AT3G16760
Cluster417	AT1G67650	AT1G67680	AT4G27090
Cluster418	AT2G19120	AT4G30100	AT5G62390
Cluster419	AT2G07715	ATMG00560	AT5G60490
Cluster420	AT1G76680	AT1G76690	AT3G44190
Cluster421	AT3G11170	AT5G05580	AT3G57060
Cluster422	AT3G14390	AT5G11880	AT1G12270
Cluster423	AT4G22285	AT4G22350	AT1G63080
Cluster424	AT3G09680	AT5G02960	AT2G44150
Cluster425	AT5G13430	AT5G13440	AT2G43130
Cluster426	AT3G02230	AT5G15650	AT5G50460
Cluster427	AT4G12770	AT4G12780	AT4G14760
Cluster428	AT1G74050	AT1G74060	AT2G45840
Cluster429	AT1G08200	AT2G27860	AT5G17310
Cluster430	AT5G20010	AT5G20020	AT1G66580
Cluster431	AT1G44180	AT1G44820	AT1G63440
Cluster432	AT1G09640	AT1G57720	AT5G57490
Cluster433	AT2G44160	AT3G59970	AT4G05320
Cluster434	AT2G17190	AT2G17200	AT2G26980
Cluster435	AT4G25630	AT2G33210	AT5G23070
Cluster436	AT4G27960	AT5G53300	AT5G64400
Cluster437	AT2G12200	AT2G12280	AT1G50480
Cluster438	AT2G45260	AT4G34080	AT1G13680
Cluster439	AT5G08670	AT5G08690	AT1G31910
Cluster440	AT1G34030	AT2G18740	AT5G50340
Cluster441	AT2G40360	AT1G50000	AT1G20220
Cluster442	AT3G23030	AT5G62280	AT4G37770
Cluster443	AT2G23170	AT3G58190	AT2G14960
Cluster444	AT1G75690	AT5G08050	AT3G08920
Cluster445	AT3G15190	AT4G24770	AT1G17650
Cluster446	AT3G54560	AT2G42870	AT1G05210
Cluster447	AT5G54510	AT2G45670	AT5G57520
Cluster448	AT3G48730	AT3G63190	AT1G03475
Cluster449	AT3G13230	AT2G40700	AT1G14060
Cluster450	AT1G12520	AT2G28190	AT1G08830
Cluster451	AT4G30800	AT1G31817	AT4G16265
Cluster452	AT1G04820	AT1G50010	AT4G14960
Cluster453	AT2G16440	AT3G10050	AT3G23070
Cluster454	AT5G46280	AT1G44900	AT4G38050
Cluster455	AT4G22400	AT2G03320	AT2G18210
Cluster456	AT5G64040	AT1G47540	AT1G65490
Cluster457	AT1G50490	AT3G11520	AT2G45490
Cluster458	AT5G65360	AT5G48230	AT4G29870
Cluster459	AT2G17710	AT5G16570	AT1G22160
Cluster460	AT5G58260	AT4G12830	AT1G64770
Cluster461	AT4G17560	AT1G60600	AT3G56330
Cluster462	AT3G01290	AT5G01800	AT4G15380
Cluster463	AT4G38850	AT3G03840	AT1G18400
Cluster464	AT1G66430	AT1G74960	AT1G74030
Cluster465	AT5G06320	AT5G66070	AT1G25400
Cluster466	AT2G19680	AT4G25890	AT1G20580
Cluster467	AT1G54780	AT3G05540	AT5G47110
Cluster468	AT2G36930	AT3G61620	AT2G47790
Cluster469	AT1G53645	AT5G27395	AT1G43710
Cluster470	AT1G79150	AT3G18510	AT3G57940
Cluster471	AT1G52510	AT5G59250	AT1G19740
Cluster472	AT1G24260	AT5G59700	AT1G71910
Cluster473	AT2G21330	AT2G27550	AT1G54500
Cluster474	AT1G56500	AT3G55040	AT1G65260
Cluster475	AT4G12030	AT1G78370	AT4G13430
Cluster476	AT1G19150	AT2G01590	AT1G80030
Cluster477	AT1G15980	AT3G19480	AT2G01110
Cluster478	AT4G00810	AT2G47320	AT5G28840
Cluster479	AT1G74090	AT2G43550	AT5G61420
Cluster480	AT1G18740	AT1G74450	AT2G41010
Cluster481	AT5G14910	AT5G57030	AT3G20230
Cluster482	AT3G54050	AT2G32560	AT1G32220
Cluster483	AT2G20490	AT3G06610	AT4G02230
Cluster484	AT2G33310	AT3G19200	AT3G26760
Cluster485	AT1G55490	AT5G09650	AT1G69526
Cluster486	AT3G12930	AT4G02790	AT1G11430
Cluster487	AT1G31970	AT1G20230	AT1G07210
Cluster488	AT3G07770	AT1G77470	AT4G22670
Cluster489	AT3G23990	AT2G45280	AT3G01280
Cluster490	AT5G17870	AT2G21290	AT3G07660
Cluster491	AT4G10100	AT5G09960	AT3G09085
Cluster492	AT1G74730	AT1G45474	AT1G18060
Cluster493	AT3G16810	AT5G67630	AT3G27180
Cluster494	AT2G47540	AT5G49270	AT4G09990
Cluster495	AT5G39890	AT1G33055	AT4G22780
Cluster496	AT2G41650	AT5G44200	AT4G18590
Cluster497	AT5G40420	AT1G48130	AT5G49190
Cluster498	AT5G06550	AT5G39960	AT2G47420
Cluster499	AT1G56280	AT2G25180	AT5G09995
Cluster500	AT3G53230	AT5G63450	AT3G05140
Cluster501	AT5G45820	AT5G02180	AT1G50750
Cluster502	AT1G74670	AT2G40610	AT1G69530
Cluster503	AT5G19120	AT4G03510	AT2G25900
Cluster504	AT1G71250	AT3G58740	AT1G71120
Cluster505	AT3G52040	AT1G08580	AT3G25940
Cluster506	AT1G80440	AT5G61590	AT1G68840
Cluster507	AT2G36100	AT5G42180	AT5G26310
Cluster508	AT3G49960	AT5G67400	AT3G62680
Cluster509	AT1G30070	AT2G25140	AT3G08970
Cluster510	AT1G20693	AT1G20696	AT5G54430
Cluster511	AT3G46510	AT4G36670	AT1G48620
Cluster512	AT5G02120	AT4G15630	AT5G67600
Cluster513	AT1G60000	AT1G28100	AT1G75640
Cluster514	AT5G13930	AT5G17050	AT1G06000
Cluster515	AT5G11240	AT2G36010	AT2G46520
Cluster516	AT3G54960	AT4G28650	AT5G08300
Cluster517	AT4G38660	AT5G55480	AT3G15680
Cluster518	AT5G01750	AT3G50260	AT3G19553
Cluster519	AT2G39210	AT3G22060	AT5G48540
Cluster520	AT4G30930	AT4G14000	AT2G31240
Cluster521	AT5G60140	AT5G35550	AT3G28050
Cluster522	AT4G28200	AT2G40430	AT1G51310
Cluster523	AT3G26710	AT2G21385	AT1G62780
Cluster524	AT4G25530	AT1G35183	AT2G38400
Cluster525	AT5G24316	AT1G64940	AT5G58830
Cluster526	AT5G03345	AT2G22425	AT1G08180
Cluster527	AT1G20450	AT1G76180	AT3G24520
Cluster528	AT4G39730	AT1G35720	AT5G39570
Cluster529	AT5G39260	AT3G57270	AT4G10210
Cluster530	AT1G30700	AT1G71697	AT1G08100
Cluster531	AT4G04890	AT4G21750	AT2G29760
Cluster532	AT4G27410	AT1G52890	AT2G19810
Cluster533	AT5G22060	AT5G56030	AT5G02490
Cluster534	AT1G50500	AT3G17900	AT1G11480
Cluster535	AT5G09370	AT3G60010	AT2G40620
Cluster536	AT5G10220	AT3G29080	AT2G03880
Cluster537	AT5G26920	AT5G46320	AT1G33960
Cluster538	AT3G22620	AT3G45710	AT5G07150
Cluster539	AT3G56370	AT2G27810	AT1G69420
Cluster540	AT1G77330	AT5G60950	AT4G30290
Cluster541	AT3G11930	AT5G43180	AT3G62040
Cluster542	ATMG00180	ATCG00280	ATMG01360
Cluster543	AT2G21180	AT2G43060	AT4G26220
Cluster544	AT4G28706	AT5G15810	AT5G16290
Cluster545	AT3G49720	AT5G49100	AT4G29430
Cluster546	AT2G28670	AT3G11550	AT4G02090
Cluster547	ATCG00820	AT5G66500	ATCG01020
Cluster548	AT3G01790	AT5G14800	AT3G02220
Cluster549	AT3G07590	AT1G75710	AT4G19400
Cluster550	AT5G65550	AT1G51880	AT5G44270
Cluster551	AT4G38100	AT2G11890	AT1G32580
Cluster552	AT3G01500	AT1G43670	AT2G32100
Cluster553	AT4G23150	AT4G23310	AT3G21080
Cluster554	AT4G22010	AT3G15095	AT1G63260
Cluster555	AT4G40090	AT2G03720	AT5G14070
Cluster556	AT2G36220	AT5G54490	AT1G35210
Cluster557	AT1G55330	AT3G13520	AT5G06190
Cluster558	AT5G03760	AT2G35860	AT3G21190
Cluster559	AT3G06030	AT1G10780	AT2G41620
Cluster560	AT2G19970	AT2G26320	AT2G19990
Cluster561	AT1G12780	AT5G21170	AT4G24040
Cluster562	AT5G46840	AT2G42700	AT2G26430
Cluster563	AT1G07485	AT5G61120	AT5G11370
Cluster564	AT3G49300	AT4G25900	AT3G14850
Cluster565	AT2G05990	AT5G41600	AT2G15240
Cluster566	AT2G46680	AT1G17550	AT1G79520
Cluster567	AT2G29990	AT2G46920	AT1G50200
Cluster568	AT5G06240	AT5G14720	AT5G62000
Cluster569	AT1G48070	AT5G52300	AT5G18450
Cluster570	AT1G74950	AT5G13220	AT2G46510
Cluster571	AT1G60070	AT5G04480	AT4G29130
Cluster572	AT4G25340	AT5G65900	AT1G80680
Cluster573	AT2G41660	AT5G37260	AT1G33990
Cluster574	AT2G38960	AT5G12250	AT3G53210
Cluster575	AT1G03870	AT1G53340	AT1G11545
Cluster576	AT1G70700	AT1G72450	AT2G03980
Cluster577	AT4G12480	AT4G12490	AT4G12500
Cluster578	AT5G48010	AT5G38020	AT5G48000
Cluster579	AT2G04570	AT5G48490	AT2G29290
Cluster580	AT2G30770	AT3G63380	AT1G28190
Cluster581	AT3G17060	AT5G44330	AT1G66380
Cluster582	AT3G20790	AT5G57300	AT1G12330
Cluster583	AT5G57090	AT5G41070	AT4G35335
Cluster584	AT1G78950	AT2G23150	AT3G20950
Cluster585	AT4G24220	AT1G52760	AT3G12490
Cluster586	AT3G20040	AT4G38250	AT2G36290
Cluster587	AT1G09510	AT1G80330	AT1G69190
Cluster588	AT1G60190	AT5G63130	AT3G14440
Cluster589	AT1G30360	AT4G28190	AT2G34610
Cluster590	AT3G16380	AT3G44900	AT3G05260
Cluster591	AT5G67360	AT1G63000	AT3G18990
Cluster592	AT2G42060	AT3G51350	AT1G69690
Cluster593	AT4G13050	AT1G42960	AT1G58210
Cluster594	AT3G53420	AT4G11190	AT1G04250
Cluster595	AT3G61430	AT2G30930	AT4G25570
Cluster596	AT5G03300	AT1G27450	AT4G30810
Cluster597	AT3G56290	AT4G27030	AT5G55570
Cluster598	AT2G37860	AT1G64790	AT5G44450
Cluster599	AT4G38540	AT4G21580	AT3G14990
Cluster600	AT5G45840	AT1G55290	AT1G69240
Cluster601	AT4G00480	AT5G06660	AT2G44660
Cluster602	AT1G65730	AT3G15440	AT4G22700
Cluster603	AT3G49470	AT5G15390	AT1G13690
Cluster604	AT1G27290	AT1G54740	AT3G10020
Cluster605	AT2G19800	AT3G30775	AT1G32460
Cluster606	AT3G61150	AT4G00730	AT1G63650
Cluster607	AT2G03090	AT3G21090	AT4G16100
Cluster608	AT4G29590	AT4G39710	AT3G04420
Cluster609	AT1G78040	AT3G02180	AT1G55360
Cluster610	AT5G58480	AT2G48120	AT5G02130
Cluster611	AT1G54820	AT3G21620	AT3G49260
Cluster612	AT3G18050	AT4G00400	AT5G44500
Cluster613	AT4G33050	AT3G19010	AT1G72900
Cluster614	AT2G03760	AT2G05530	AT1G64140
Cluster615	AT2G35260	AT1G35350	AT1G20310
Cluster616	AT4G35350	AT3G58990	AT4G16270
Cluster617	AT1G01750	AT5G46400	AT5G66180
Cluster618	AT3G60700	AT3G03410	AT1G47810
Cluster619	AT3G42830	AT2G15325	AT5G05030
Cluster620	AT2G47940	AT3G12080	AT5G60410
Cluster621	AT1G20200	AT3G23220	AT3G01040
Cluster622	AT3G25260	AT4G28270	AT4G34950
Cluster623	AT1G58180	AT2G32150	AT1G68440
Cluster624	AT1G03090	AT4G35770	AT5G57655
Cluster625	AT2G38800	AT3G56170	AT5G05110
Cluster626	AT5G13190	AT2G06530	AT3G10640
Cluster627	AT2G06050	AT3G51450	AT1G32640
Cluster628	AT1G20950	AT1G12000	AT4G01810
Cluster629	AT1G76290	AT5G18870	AT5G35750
Cluster630	AT4G10500	AT4G36740	AT1G09080
Cluster631	AT5G15800	AT1G78020	AT2G40330
Cluster632	AT3G43720	AT3G52500	AT5G57800
Cluster633	AT5G01220	AT2G11810	AT1G69680
Cluster634	AT4G09140	AT5G08110	AT1G33520
Cluster635	AT2G45830	AT5G57920	AT5G07510
Cluster636	AT1G06270	AT2G37890	AT5G47460
Cluster637	AT3G11820	AT3G09830	AT5G26030
Cluster638	AT4G09110	AT4G33925	AT5G38970
Cluster639	AT5G53400	AT1G62740	AT1G29150
Cluster640	AT2G16200	AT4G38990	AT1G78995
Cluster641	AT1G50380	AT5G26830	AT1G15810
Cluster642	AT2G15390	AT5G45000	AT1G64920
Cluster643	AT1G20090	AT1G30620	AT3G01720
Cluster644	AT1G56310	AT4G31100	AT3G23740
Cluster645	AT3G01740	AT5G19370	AT1G01840
Cluster646	AT1G19310	AT3G62980	AT3G25890
Cluster647	AT1G77960	AT5G60440	AT5G22980
Cluster648	AT2G43150	AT3G49780	AT3G23760
Cluster649	AT2G39310	AT2G21045	AT3G09940
Cluster650	AT3G09260	AT3G16460	AT3G16450
Cluster651	AT1G07830	AT1G66530	AT1G50110
Cluster652	AT3G02920	AT5G67260	AT3G54650
Cluster653	AT3G10500	AT5G40780	AT1G34300
Cluster654	AT5G23940	AT5G33370	AT3G05600
Cluster655	AT5G10160	AT3G56130	AT5G50370
Cluster656	AT4G26320	AT5G57420	AT2G38465
Cluster657	AT1G76080	AT1G12250	AT3G16850
Cluster658	AT2G22990	AT3G26280	AT5G18600
Cluster659	AT2G14460	AT5G51940	AT3G09700
Cluster660	AT1G32100	AT5G37540	AT4G23690
Cluster661	AT3G12460	AT5G05490	AT1G60400
Cluster662	AT3G59370	AT5G40730	AT3G24100
Cluster663	AT5G08640	AT3G55120	AT5G62210
Cluster664	AT2G43590	AT1G30820	AT3G45610
Cluster665	AT4G24280	AT2G43630	AT4G25130
Cluster666	AT5G13790	AT5G46300	AT1G67540
Cluster667	AT1G31350	AT3G11760	AT4G24370
Cluster668	AT3G02240	AT3G61380	AT1G05810
Cluster669	AT4G36500	AT5G28630	AT1G27130
Cluster670	AT1G63050	AT3G28720	AT3G59390
Cluster671	AT5G59740	AT5G61970	AT5G38460
Cluster672	AT2G19450	AT5G57110	AT5G11150
Cluster673	AT3G01570	AT4G17690	AT3G22640
Cluster674	AT1G04350	AT1G62250	AT5G43850
Cluster675	AT5G62330	AT2G25150	AT4G27080
Cluster676	AT5G20150	AT5G20790	AT5G61720
Cluster677	AT1G31820	AT5G20310	AT1G68480
Cluster678	AT5G51680	AT4G22120	AT4G26140
Cluster679	AT2G24980	AT5G06630	AT5G06640
Cluster680	AT3G47010	AT3G51610	AT3G58540
Cluster681	AT3G47833	AT3G11500	AT5G09830
Cluster682	AT2G41600	AT5G65650	AT3G12180
Cluster683	AT1G26790	AT5G04400	AT1G76530
Cluster684	AT1G07970	AT3G07200	AT2G42240
Cluster685	AT2G42790	AT3G22200	AT4G36760
Cluster686	AT5G47670	AT3G17840	AT5G14610
Cluster687	AT3G57785	AT1G65290	AT4G29480
Cluster688	AT5G16490	AT5G65970	AT2G37090
Cluster689	AT5G20960	AT3G54150	AT1G33030
Cluster690	AT4G03190	AT1G14670	AT3G02720
Cluster691	AT3G49240	AT3G12340	AT5G58960
Cluster692	AT2G39760	AT2G31750	AT2G13100
Cluster693	AT1G22770	AT1G51610	AT4G14230
Cluster694	AT1G01720	AT1G77450	AT1G79410
Cluster695	AT5G23840	AT5G19930	AT4G26750
Cluster696	AT2G41460	AT5G14530	AT2G15630
Cluster697	ATCG00490	ATCG00420	ATCG00530
Cluster698	AT3G14370	AT4G26880	AT4G13440
Cluster699	AT3G11830	AT1G07615	AT1G19690
Cluster700	AT1G13810	AT5G62030	AT5G44230
Cluster701	AT3G55080	AT4G17770	AT5G37630
Cluster702	AT2G33820	AT4G26870	AT2G30130
Cluster703	AT2G30010	AT5G51460	AT3G12150
Cluster704	AT1G21790	AT4G12000	AT5G50720
Cluster705	AT2G36740	AT4G26430	AT3G57470
Cluster706	AT1G78450	AT3G24460	AT2G44000
Cluster707	AT3G47836	AT4G30010	AT5G37480
Cluster708	AT4G25100	AT3G03910	AT1G57943
Cluster709	AT1G10760	AT3G46970	AT4G01990
Cluster710	AT3G18560	AT4G05200	AT1G70690
Cluster711	AT1G67750	AT1G77690	AT4G25830
Cluster712	AT5G02290	AT4G33300	AT5G04720
Cluster713	AT1G32900	AT1G10370	AT5G52570
Cluster714	AT2G30200	AT5G04620	AT2G38040
Cluster715	AT1G19300	AT5G17420	AT5G01930
Cluster716	AT1G09960	AT1G20810	AT5G03240
Cluster717	AT3G14230	AT5G55610	AT3G01340
Cluster718	AT3G45300	AT1G43580	AT4G10060
Cluster719	AT2G27120	AT3G22910	AT1G13640
Cluster720	AT2G46220	AT1G68670	AT4G34120
Cluster721	AT1G68990	AT5G24930	AT1G80880
Cluster722	AT3G11200	AT5G19290	AT1G03900
Cluster723	AT3G08560	AT4G03570	AT2G47180
Cluster724	AT1G10970	AT5G50400	AT1G60960
Cluster725	AT1G61790	AT2G45790	AT4G33360
Cluster726	AT4G13660	AT3G23190	AT5G54160
Cluster727	AT1G01110	AT5G50740	AT3G47950
Cluster728	AT4G00360	AT4G39350	AT4G17070
Cluster729	AT4G04330	AT5G06690	AT4G08150
Cluster730	AT1G51210	AT1G75550	AT5G18270
Cluster731	AT3G51510	AT5G16010	AT1G35420
Cluster732	AT5G18130	AT5G53420	AT4G29820
Cluster733	AT1G56350	AT5G27540	AT3G51050
Cluster734	AT1G13120	AT2G43650	AT1G13380
Cluster735	AT1G19020	AT4G17180	AT3G01830
Cluster736	AT4G39970	AT3G27650	AT5G03880
Cluster737	AT1G27220	AT1G59720	AT5G04530
Cluster738	AT2G37420	AT3G08820	AT5G50250
Cluster739	AT1G76600	AT2G28210	AT1G20823
Cluster740	AT1G09800	AT3G08880	AT5G09340
Cluster741	AT4G12750	AT1G55915	AT5G08310
Cluster742	AT1G15380	AT5G17320	AT5G27270
Cluster743	AT1G26930	AT1G74210	AT1G48410
Cluster744	AT1G80860	AT5G54760	AT1G04070
Cluster745	AT3G62920	AT1G28150	AT1G77540
Cluster746	AT1G63350	AT3G44910	AT2G18320
Cluster747	AT1G49980	AT5G01380	AT4G00910
Cluster748	AT1G77360	AT4G25450	AT5G05210
Cluster749	AT1G15200	AT2G42290	AT3G26782
Cluster750	AT2G15830	AT5G43520	AT4G12380
Cluster751	AT5G24080	AT5G36080	AT3G10600
Cluster752	AT1G76790	AT3G28210	AT5G23830
Cluster753	AT1G35190	AT3G29180	AT5G43450
Cluster754	AT1G71380	AT5G35770	AT2G13690
Cluster755	AT2G42690	AT5G17230	AT4G35450
Cluster756	AT2G47340	AT5G47130	AT2G35080
Cluster757	AT1G74810	AT2G28010	AT5G05050
Cluster758	AT4G38160	AT1G34210	AT4G20130
Cluster759	AT4G21980	AT5G19590	AT1G70660
Cluster760	AT3G19450	AT5G25810	AT1G22540
Cluster761	AT2G37080	AT4G30020	AT2G26300
Cluster762	AT1G04680	AT3G27080	AT4G18030
Cluster763	AT5G67070	AT1G03160	AT1G33610
Cluster764	AT4G16620	AT5G56870	AT2G32430
Cluster765	AT1G80790	AT4G36180	AT2G28070
Cluster766	AT3G17465	AT3G48560	AT3G28700
Cluster767	AT3G60750	AT4G24620	AT3G04790
Cluster768	AT2G35680	AT3G03640	AT2G36330
Cluster769	AT3G45130	AT5G46350	AT4G10000
Cluster770	AT2G31250	AT3G10150	AT3G23350
Cluster771	AT1G51830	AT1G64170	AT1G02810
Cluster772	AT3G06830	AT5G54890	AT1G05060
Cluster773	AT5G03455	AT3G45160	AT5G18850
Cluster774	AT1G54140	AT4G14660	AT1G02370
Cluster775	AT3G12500	AT4G16260	AT2G16720
Cluster776	AT1G41820	AT5G37900	AT3G23450
Cluster777	AT4G09830	AT5G42190	AT1G36980
Cluster778	AT5G65700	AT4G04210	AT1G32810
Cluster779	AT3G52180	AT4G14850	AT4G39210
Cluster780	AT5G58310	AT5G39210	AT3G61200
Cluster781	AT1G13790	AT4G02670	AT1G02800
Cluster782	AT5G07870	AT5G07860	AT5G45110
Cluster783	AT4G25870	AT5G47440	AT3G28200
Cluster784	AT3G21850	AT4G36040	AT5G60680
Cluster785	AT1G18700	AT2G41710	AT3G17890
Cluster786	AT1G02690	AT5G13520	AT5G51080
Cluster787	AT4G34140	AT5G06400	AT4G16630
Cluster788	AT3G55160	AT3G18420	AT1G09820
Cluster789	AT1G74690	AT4G16340	AT5G48460
Cluster790	AT1G61290	AT3G20200	AT1G11070
Cluster791	AT1G23030	AT4G01140	AT5G54380
Cluster792	ATMG00660	ATMG01370	AT5G24600
Cluster793	AT1G55700	AT2G32220	AT3G25120
Cluster794	AT2G04032	AT5G43440	AT1G33970
Cluster795	AT1G76490	AT2G29390	AT3G49880
Cluster796	AT5G13100	AT1G11000	AT5G10780
Cluster797	AT5G20180	AT2G43640	AT1G26740
Cluster798	AT1G01770	AT4G36430	AT5G20410
Cluster799	AT5G63650	AT1G22460	AT5G59070
Cluster800	AT1G53460	AT3G43790	AT5G63010
Cluster801	AT1G01550	AT1G22930	AT3G51130
Cluster802	AT2G41590	AT3G07710	AT5G07110
Cluster803	AT2G30340	AT2G33790	AT3G04360
Cluster804	AT3G43210	AT2G19720	AT4G03090
Cluster805	AT2G35930	AT4G29790	AT2G37430
Cluster806	AT1G03710	AT4G19510	AT5G51900
Cluster807	AT2G34150	AT3G43960	AT5G10430
Cluster808	AT2G17170	AT3G18700	AT1G05370
Cluster809	AT3G13190	AT5G04060	AT5G60160
Cluster810	AT4G34390	AT5G61210	AT3G48640
Cluster811	AT1G17060	AT4G30420	AT3G02885
Cluster812	AT3G55250	AT3G56010	AT5G08650
Cluster813	AT3G24360	AT5G32460	AT5G52410
Cluster814	AT2G20020	AT2G31725	AT4G39530
Cluster815	AT5G08290	AT2G45820	AT5G41560
Cluster816	AT4G29830	AT5G12980	AT3G02820
Cluster817	AT5G58070	AT1G25530	AT1G53920
Cluster818	AT1G19130	AT4G35980	AT1G26550
Cluster819	AT2G46710	AT4G11300	AT4G32530
Cluster820	AT5G36930	AT3G59170	AT3G23240
Cluster821	AT5G19920	AT5G59180	AT2G16070
Cluster822	AT5G05630	AT5G47320	AT4G34360
Cluster823	AT3G18490	AT5G09310	AT2G20700
Cluster824	AT4G20140	AT4G04900	AT5G08520
Cluster825	AT4G02380	AT4G19960	AT3G51660
Cluster826	AT1G65210	AT4G02700	AT2G47270
